対象県（富山/石川/福井）,アンケート回答日,居住都道府県,性別,年代,職業,世帯年収,同伴者,宿泊数（全行程）,宿泊エリア（県外）,宿泊エリア（県内）,宿泊数（県内）,１泊目　宿泊先,１泊目　食事プラン,２泊目　宿泊先,２泊目　食事プラン,３泊目　宿泊先,３泊目　食事プラン,４泊目　宿泊先,４泊目　食事プラン,交通手段１（目的地まで）,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,交通手段２（目的地から）,タクシー,路線バス,徒歩,レンタサイクル,交通の満足度,交通の満足度の理由,来県回数（観光）,エリアへの訪問回数,施設への訪問回数,目的,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他の目的,情報源,Facebook,Google,Googleマップ,Instagram,TikTok,X（旧Twitter）,YouTube,SNS広告,ブログ,まとめサイト,インターネット・アプリ,デジタルニュース,宿泊予約Webサイト,宿泊施設,TV・ラジオ番組やCM,ラブライブのスタンプラリー,新聞・雑誌・ガイドブック,旅行会社,友人・知人,地元の人,観光パンフレット・ポスター,観光案内所,観光展・物産展,観光連盟やDMOのHP,その他,他を検討した？,どこと比較した？（県）,どこと比較した？（観光地）,交通費,飲食費,宿泊費,買い物費,施設orエリア消費総額,観光費,訪問場所,寿司,ます寿司,海の幸食べたか,海の幸感動,満足度（食べ物・料理）,満足度（宿泊施設）,満足度（買い物（工芸品・特産品など））,満足度（観光・体験）,満足度（旅行全体）,満足度（商品・サービス）,満足度理由(サービス),満足度理由,不便に感じたこと・困ったこと,最も幸せを感じた食べ物,最も幸せを感じた観光・体験,おすすめ度,再訪意向,自由意見,回答場所,個人情報保護の方針について,アンケート前に訪れた主な場所（施設やスポット名称、エリアなど）,上記名称リストにない場合について、具体的にお答えください。(前),アンケート後に訪れる予定の場所（施設やスポット名称、エリア）,上記名称リストにない場合について、具体的にお答えください。(後),会員ID,登録エリア,生まれ年,回答時の年齢,UA(UserAgent),回答月,回答エリア2,DMO,推奨項目
石川,2026/01/18 15:05:04,東京都,女,1986,,300万円以上 400万円未満,中学生以上連れの家族,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,使わない,,,,,,,,,,,4,4,,,,,,8,機会があれば行きたい,特になし お寿司や能登牛など食べ物がおいしかったのでオススメしたいです。,ホテル・トリフィート金沢,同意する,,,,,,,1986,,,,,,
石川,2026/01/18 15:49:30,東京都,無回答,2002,,600万円以上 700万円未満,自分ひとり,4泊以上,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,4泊以上,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,3,,,,初めて,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, まちあるき、都市散策, 各種体験（手作り、果物狩りなど）, 聖地巡礼",0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,蓮ノ空女学院スクールアイドルクラブ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"50,000円以上 100,000円未満",,"1,000円未満",,,,,,,,,,,5,3,,,,,,7,機会があれば行きたい,うっこけいソフトのお店がもう少しあればいいなと思います,加賀友禅会館（加賀友禅ミュージアムそめりあ）,同意する,,金沢物産展,,水引きミュージアム,,,2002,,,,,,
石川,2026/01/18 16:22:43,石川県,男,1983,,"900万円以上 1,000万円未満",夫婦2人,日帰り,石川県外には泊まらない,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,,,,,11回目以上,まちあるき、都市散策,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,新聞・雑誌・ガイドブック,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,4,5,,,,,,9,石川県在住,お寿司の食べ比べができるフェア,尾山神社,同意する,,,,,,,1983,,,,,,
石川,2026/01/18 18:14:49,大阪府,男,1966,,800万円以上 900万円未満,自分ひとり,4泊以上,富山県,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,4泊以上,,,,,,,,,会社営業車,0,0,0,0,0,0,0,,0,0,0,0,3,仕事での利用だから,,,2～5回目,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,取引き先の紹介,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,3,4,朝食が良い,古い,,,,2,また行きたい（1年以内）,子供を連れて来れる施設、テーマパーク等を作って欲しい 食べ物が美味しい,金沢国際ホテル,同意する,,仕事での出張だから,,仕事だから,,,1966,,,,,,
石川,2026/01/18 18:45:23,福岡県,女,1954,,200万円以上 300万円未満,自分ひとり,2泊,長野,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,近道をしてくれたから,,,6～10回目,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,4,3,,,,,,7,また行きたい（1年以内）,特になし 楽しく過ごせるから,金沢国際ホテル,同意する,,,,帰りの電車の都合,,,1954,,,,,,
石川,2026/01/19 1:28:26,静岡県,女,1990,,500万円以上 600万円未満,母親・妹,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, インターネット・アプリ, X(旧：Twitter)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,4,4,,,,,,9,機会があれば行きたい,静岡県からだと自家用車以外の交通が不便なので冬は敬遠しがち,ホテル・トリフィート金沢,同意する,,石浦神社・ちいわからんど金沢,,富山県氷見・富山市内,,,1990,,,,,,
石川,2026/01/19 8:13:02,東京都,女,2000,,500万円以上 600万円未満,友人,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策",0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,歩いていたらたまたま知った,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"5,000円以上 10,000円未満",,使わない,,,,,,,,,,,5,4,,,,,,6,また行きたい（1年以内）,特になし,兼六駐車場,同意する,,,,,,,2000,,,,,,
石川,2026/01/19 8:18:17,東京都,女,2003,,100万円未満,親,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター, Instagram, 友人・知人",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"1,000円未満",,,,,,,,,,,5,4,,,,,,10,また行きたい（1年以内）,お寿司!,兼六園,同意する,,,,,,,2003,,,,,,
石川,2026/01/19 8:18:30,東京都,女,2004,,800万円以上 900万円未満,親,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,2～5回目,"地元の美味しいものを食べる, 友人・親戚を訪ねる",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"3,000円以上 5,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,4,4,綺麗でした,綺麗でした,,,,8,また行きたい（1年以内）,海鮮 海鮮が美味しい,兼六園,同意する,,能登,,,,,2004,,,,,,
石川,2026/01/19 10:29:25,兵庫県,男,1999,,"900万円以上 1,000万円未満",職場の同僚,4泊以上,京都、大阪、松本、東京,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,1泊,,,,,,,,,"新幹線, 旅行会社ツアーバス",0,0,1,0,0,1,0,,0,0,0,0,5,自分は何もしなくても到着場所に着くから楽。,,,初めて,"各種体験（手作り、果物狩りなど）, 出張など仕事関係",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,観光協会等の案内所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,5,5,古い街並みが見えてその土地の文化を感じられた。,,,,,10,また行きたい（1年以内）,特になし,兼六園,同意する,,野村家,,,,,1999,,,,,,
石川,2026/01/19 11:00:51,兵庫県,女,2006,,"900万円以上 1,000万円未満",親,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,,,,初めて,"宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,通りがかり,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"10,000円以上 20,000円未満",,使わない,,,,,,,,,,,4,4,マップなど資料が充実していた,,,,,5,機会があれば行きたい,この土地ならではの料理やここでしか手に入らないもの 程よく発展していて観光地感もあって楽しかったから,金沢駅,同意する,,,,,,,2006,,,,,,
石川,2026/01/19 12:38:11,富山県,男,1965,,200万円以上 300万円未満,自分ひとり,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,2～5回目,まちあるき、都市散策,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,観光パンフレット・ポスター,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,"1,000円以上 3,000円未満",,使わない,,,,,,,,,,,4,4,良かったよ,良かったよ,,,,8,また行きたい（1年以内）,可愛い、綺麗を求めたい 卯辰山をドライブした　気持ち良かった,石川県政記念しいのき迎賓館,同意する,,,,,,,1965,,,,,,
石川,2026/01/19 13:59:08,岩手県,女,1993,,400万円以上 500万円未満,恋人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,路線バスをクレジットカード決済できたため,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 出張など仕事関係",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"X(旧：Twitter), Instagram, 友人・知人",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,使わない,,,,,,,,,,,5,4,綺麗で静か。歩き疲れていたのでありがたいです。,,,,,10,また行きたい（1年以内）,チェーン店ではなく、ローカルのお店に行きたかったが全体的に閉まるのが早く、日曜定休でもっと地元のお店にお金を落としたいと思った。 駅から主要エリアまでは遠いと感じたが、交通アクセスが豊かであり、宿泊費がリーズナブルなので飲食費に回せること。,金沢中央観光案内所,同意する,,,,,,,1993,,,,,,
石川,2026/01/19 14:02:32,滋賀県,女,1999,,200万円以上 300万円未満,自分ひとり,日帰り,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,1泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,4,少し天気が悪く運転がしずらい,,,2～5回目,友人・親戚を訪ねる,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"30,000円以上 40,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,5,5,美味しい素敵なものが食べれた,綺麗でお上品な施設だった。,,,,9,また行きたい（1年以内）,海鮮など石川県の魅力がたくさん詰まった金沢市にこれてよかった！これてよかった！ 金沢の街並みが素敵,ホテル日航金沢,同意する,,,,,,,1999,,,,,,
石川,2026/01/19 15:18:35,東京都,男,2002,,400万円以上 500万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,"新幹線, 飛行機",0,0,1,0,1,0,0,,0,0,0,0,5,,,,11回目以上,"宿でのんびり過ごす, 地元の美味しいものを食べる, まちあるき、都市散策",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光展・物産展, 新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, X(旧：Twitter), Instagram",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,5,4,,,,,,10,また行きたい（1年以内）,印象、アクティビティ,金沢中央観光案内所,同意する,,,,,,,2002,,,,,,
石川,2026/01/19 16:57:52,東京都,男,1967,,500万円以上 600万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,飛行機,0,0,0,0,1,0,0,,0,0,0,0,4,問題なく乗れました,,,2～5回目,名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, 観光協会等の案内所",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,"30,000円以上 40,000円未満",,"3,000円以上 5,000円未満",,,,,,,,,,,4,3,感じよかったわけではなくて,感じよかったわけではなくて,,,,8,また行きたい（1年以内）,九谷焼が好きになりました。ノドグロ美味しかったし美味しいものがいっぱい。でも🦀を一人でなかなか食べにお店に入れないのが悲しい。次は文化体験します。 季節がよいときの兼六園,金沢中央観光案内所,同意する,,,,,,,1967,,,,,,
石川,2026/01/19 17:21:02,千葉県,女,1988,,500万円以上 600万円未満,夫婦2人,2泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,2泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,観光の後にバスを利用しましたが、支払いが難しかったです。,,,初めて,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 宿泊することで復興支援したかったです。",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, Instagram, YouTube",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,5,5,石川県内各地の特産品が充実していて、最後まで石川を感じることができて嬉しかったです！,トイレが綺麗かつ、個数がたくさんあって女性には有り難かったです。,,,,8,また行きたい（1年以内）,次回は文化的な体験もしてみたいです！加賀友禅の小物作りなど 大満足のグルメ旅になりました！特に海鮮が本当に美味しかったです！今回、私たちは能登半島を応援したくて和倉温泉を目指し、石川県にやってきましたが、どこでご飯を食べても新鮮で美味しかったです！,金沢駅,同意する,,,,,,,1988,,,,,,
石川,2026/01/19 17:37:06,愛知県,女,1972,,600万円以上 700万円未満,友人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,高速バス,0,0,0,0,0,0,0,,0,0,0,0,4,バスが乗り換えもなく、値段が安いから,,,2～5回目,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"TV・ラジオ番組やCM, Instagram",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,"5,000円以上 10,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,4,3,近江町市場は、外国人が多くてマナーが悪いのが残念,,,,,8,また行きたい（1年以内）,ひがし茶屋街の店が17時30分に閉まるのは残念。せめて18時半にして欲しい。その流れで食事に行けるのがベスト,金沢駅,同意する,,,,,,,1972,,,,,,
石川,2026/01/19 18:37:22,東京都,女,1976,,"1,000万円以上 1,200万円未満",職場の同僚,3泊,石川県外には泊まらない,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,3泊,,,,,,,,,"新幹線, 在来線",0,0,1,1,0,0,0,,0,0,0,0,4,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, 輪島での復興ボランティア参加",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光連盟やDMOのHP, インターネット・アプリ, 友人・知人",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,"20,000円以上 30,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,5,5,大浴場と朝ごはんメニューに金沢らしさがあった,,,,,9,機会があれば行きたい,混みすぎていないのがありがたいです かに面のおでん、季節性もあるし土地特有,ホテル・トリフィート金沢,同意する,,,,金沢城公園、金沢港の魚市場など,,,1976,,,,,,
石川,2026/01/19 19:15:47,長野県,男,1990,,700万円以上 800万円未満,恋人,3泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,3泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"宿でのんびり過ごす, 誕生日旅行",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ, Instagram",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"50,000円以上 100,000円未満",,"20,000円以上 30,000円未満",,,,,,,,,,,5,5,お風呂とトイレが別れてる,お風呂とトイレが別れてる,,,,5,また行きたい（1年以内）,外国人に依存しない観光業をして欲しい 海辺は景色いい 歴史遺産もあり食事も美味しい,ダイワロイネットホテル金沢MIYABI,同意する,,,,,,,1990,,,,,,
石川,2026/01/20 8:40:58,群馬県,女,1962,,300万円以上 400万円未満,友人,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,友人の車,0,0,0,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,勤務先、保養所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,"1,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,4,5,宿泊費が安い。,綺麗,,,,8,機会があれば行きたい,とくになし。,KKRホテル金沢,同意する,,金沢駅,,,,,1962,,,,,,
石川,2026/01/20 10:35:33,大阪府,女,1977,,700万円以上 800万円未満,職場の同僚,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,5,5,,,,,,10,また行きたい（1年以内）,特になし 観光地に行けてないので、次回は行きたい,ダイワロイネットホテル金沢MIYABI,同意する,,,,病院のDX化に向けて石川県の病院に訪問するための宿泊だった,,,1977,,,,,,
石川,2026/01/20 10:54:32,大阪府,女,1969,,700万円以上 800万円未満,職場の同僚,1泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,1泊,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,4,あまり混んでなかったので,,,初めて,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,インターネット・アプリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"5,000円以上 10,000円未満",,,,,,,,,,,4,4,足らないところはなかった,清潔感あり,,,,8,機会があれば行きたい,塗り物,ダイワロイネットホテル金沢MIYABI,同意する,,,,七尾市,,,1969,,,,,,
石川,2026/01/20 11:20:51,石川県,女,2008,,300万円以上 400万円未満,親,4泊以上,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,4泊以上,,,,,,,,,県外から訪れていない（石川県内在住）,0,0,0,0,0,0,0,,0,0,0,0,4,,,,11回目以上,"宿でのんびり過ごす, 温泉や露天風呂",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,"40,000円以上 50,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,4,4,,,,,,8,また行きたい（1年以内）,特になし,兼六駐車場,同意する,,,,,,,2008,,,,,,
石川,2026/01/20 11:21:15,石川県,男,1999,,200万円以上 300万円未満,自分ひとり,日帰り,福井県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,1,何も無い,,,2～5回目,"宿でのんびり過ごす, 温泉や露天風呂",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,観光展・物産展,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,使わない,,使わない,,,,,,,,,,,1,1,,,,,,0,行きたくない,特になし,兼六駐車場,同意する,,,,,,,1999,,,,,,
石川,2026/01/20 11:23:04,石川県,女,1965,,200万円以上 300万円未満,自分ひとり,2泊,石川県外には泊まらない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,4,,,,6～10回目,"宿でのんびり過ごす, 温泉や露天風呂",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展, Instagram",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,"20,000円以上 30,000円未満",,"10,000円以上 20,000円未満",,,,,,,,,,,4,4,,,,,,7,どちらともいえない,おいしさやかかく,兼六駐車場,同意する,,,,,,,1965,,,,,,
石川,2026/01/20 13:52:34,三重県,男,1973,,400万円以上 500万円未満,自分ひとり,2泊,石川県外には泊まらない,白山エリア （一里野温泉、白峰温泉、白山市など）,2泊,,,,,,,,,自家用車,1,0,0,0,0,0,0,,0,0,0,0,4,丁度、雪が降っていて、雪の金沢市が体験出来た。お刺身美味しい。,,,2～5回目,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター, X(旧：Twitter), ブログ, 観光協会等の案内所",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,"5,000円以上 10,000円未満",,"1,000円未満",,,,,,,,,,,4,4,Wi-Fi使えて、休憩場あり,駐車場無料でビックリ。,,,,7,また行きたい（1年以内）,特になし お刺身美味しいし、いろんな観光地がある。,石川県立歴史博物館,同意する,,,,,,,1973,,,,,,
石川,2026/01/20 13:55:02,神奈川県,女,1950,,300万円以上 400万円未満,夫婦2人,4泊以上,石川県外には泊まらない,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,4泊以上,,,,,,,,,"レンタカー, 新幹線",0,1,1,0,0,0,0,,0,0,0,0,4,手軽さ ,,,6～10回目,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, 観光パンフレット・ポスター",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,"10,000円以上 20,000円未満",,"1,000円以上 3,000円未満",,,,,,,,,,,5,4,楽しめる,楽しい,,,,8,また行きたい（1年以内）,特になし 新旧いろいろ楽しめる,石川県立歴史博物館,同意する,,,,金沢港,,,1950,,,,,,
石川,2026/01/20 17:15:11,千葉県,女,2002,,300万円以上 400万円未満,自分ひとり,日帰り,福井県,石川県内には宿泊しない,石川県内には宿泊しない,,,,,,,,,新幹線,0,0,1,0,0,0,0,,0,0,0,0,,,,,初めて,"地元の美味しいものを食べる, 名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展, X(旧：Twitter)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,使わない,,"1,000円以上 3,000円未満",,,,,,,,,,,4,4,,,,,,5,機会があれば行きたい,ご当地フード,尾山神社,同意する,,,,,,,2002,,,,,,
